SessionId,SessionCode,Condition,SequenceNumber,Sender,Message,CreatedAtUtc
72303dd1-3a2b-4ec9-a04e-25870d8b8e49,EXP-23F42681,AI,3,Participant,¿Qué consejo le darías a tu yo de hace 5 años?,2026-08-20T17:01:00Z
72303dd1-3a2b-4ec9-a04e-25870d8b8e49,EXP-23F42681,AI,4,Interlocutor,Que no se estresara tanto por cosas que después no importaron.,2026-08-20T17:01:20Z
b022611d-3fcd-4734-80d6-e196c80b3513,EXP-2F86855C,AI,1,Participant,¿Cuál es tu recuerdo de infancia favorito?,2026-08-20T17:15:20Z
b022611d-3fcd-4734-80d6-e196c80b3513,EXP-2F86855C,AI,2,Interlocutor,Las vacaciones familiares en la casa de mis abuelos.,2026-08-20T17:15:40Z
b022611d-3fcd-4734-80d6-e196c80b3513,EXP-2F86855C,AI,3,Participant,¿Qué opinas sobre la inteligencia artificial en la educación?,2026-08-20T17:16:00Z
b022611d-3fcd-4734-80d6-e196c80b3513,EXP-2F86855C,AI,4,Interlocutor,"Creo que puede ayudar mucho, pero no debería reemplazar al profesor.",2026-08-20T17:16:20Z
2461b3f9-9b89-44f2-b2de-6b0dc7fc63ae,EXP-2248BAE2,AI,1,Participant,¿Te gusta cocinar?,2026-08-20T17:30:20Z
2461b3f9-9b89-44f2-b2de-6b0dc7fc63ae,EXP-2248BAE2,AI,2,Interlocutor,"Sí, aunque no soy un experto, disfruto probar recetas nuevas.",2026-08-20T17:30:40Z
2461b3f9-9b89-44f2-b2de-6b0dc7fc63ae,EXP-2248BAE2,AI,3,Participant,¿Cómo manejas el estrés en época de exámenes?,2026-08-20T17:31:00Z
2461b3f9-9b89-44f2-b2de-6b0dc7fc63ae,EXP-2248BAE2,AI,4,Interlocutor,Trato de organizar mi tiempo con anticipación y descansar bien.,2026-08-20T17:31:20Z
2f55deea-3f72-40c3-934f-fd6d87067f29,EXP-C61FD273,AI,1,Participant,¿Cuál ha sido tu mayor logro reciente?,2026-08-20T17:45:20Z
2f55deea-3f72-40c3-934f-fd6d87067f29,EXP-C61FD273,AI,2,Interlocutor,Terminar un proyecto grande que me tomó varios meses.,2026-08-20T17:45:40Z
2f55deea-3f72-40c3-934f-fd6d87067f29,EXP-C61FD273,AI,3,Participant,Cuéntame sobre un libro que te haya marcado.,2026-08-20T17:46:00Z
2f55deea-3f72-40c3-934f-fd6d87067f29,EXP-C61FD273,AI,4,Interlocutor,"Leí uno sobre hábitos hace poco, me hizo repensar mi rutina diaria.",2026-08-20T17:46:20Z
2f55deea-3f72-40c3-934f-fd6d87067f29,EXP-C61FD273,AI,5,Participant,¿Qué opinas del trabajo remoto?,2026-08-20T17:46:40Z
09bea360-0c47-4013-9ce8-c5760c953096,EXP-003DC081,AI,1,Participant,¿Cuál ha sido tu mayor logro reciente?,2026-08-20T18:00:20Z
09bea360-0c47-4013-9ce8-c5760c953096,EXP-003DC081,AI,2,Interlocutor,Terminar un proyecto grande que me tomó varios meses.,2026-08-20T18:00:40Z
09bea360-0c47-4013-9ce8-c5760c953096,EXP-003DC081,AI,3,Participant,¿Qué serie estás viendo actualmente?,2026-08-20T18:01:00Z
09bea360-0c47-4013-9ce8-c5760c953096,EXP-003DC081,AI,4,Interlocutor,"Estoy viendo una de ciencia ficción, me tiene bastante enganchado.",2026-08-20T18:01:20Z
09bea360-0c47-4013-9ce8-c5760c953096,EXP-003DC081,AI,5,Participant,¿Qué consejo le darías a tu yo de hace 5 años?,2026-08-20T18:01:40Z
95d15cd0-d12c-41d6-9a8c-981ebb272413,EXP-241D00FE,AI,1,Participant,¿Cómo te organizas para estudiar?,2026-08-20T18:15:20Z
95d15cd0-d12c-41d6-9a8c-981ebb272413,EXP-241D00FE,AI,2,Interlocutor,Hago listas de tareas y trato de dividir todo en partes pequeñas.,2026-08-20T18:15:40Z
95d15cd0-d12c-41d6-9a8c-981ebb272413,EXP-241D00FE,AI,3,Participant,¿Cómo describirías tu día hasta ahora?,2026-08-20T18:16:00Z
95d15cd0-d12c-41d6-9a8c-981ebb272413,EXP-241D00FE,AI,4,Interlocutor,"Ha sido tranquilo, estuve trabajando en un proyecto de la universidad.",2026-08-20T18:16:20Z
95d15cd0-d12c-41d6-9a8c-981ebb272413,EXP-241D00FE,AI,5,Participant,¿Qué haces para relajarte después de un día difícil?,2026-08-20T18:16:40Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,1,Participant,¿Qué harías si tuvieras un día libre inesperado?,2026-08-20T18:30:20Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,2,Interlocutor,Probablemente saldría a caminar y luego vería una película.,2026-08-20T18:30:40Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,3,Participant,¿Qué haces para relajarte después de un día difícil?,2026-08-20T18:31:00Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,4,Interlocutor,Escucho música o salgo a caminar un rato.,2026-08-20T18:31:20Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,5,Participant,¿Cómo te organizas para estudiar?,2026-08-20T18:31:40Z
d0a70979-2c28-41b2-b4e5-187b94a8ae1a,EXP-BD060245,AI,6,Interlocutor,Hago listas de tareas y trato de dividir todo en partes pequeñas.,2026-08-20T18:32:00Z
6043cc5a-4671-4383-9257-675a4117058c,EXP-7D7E42C3,AI,1,Participant,¿Cuál es tu recuerdo de infancia favorito?,2026-08-20T18:45:20Z
6043cc5a-4671-4383-9257-675a4117058c,EXP-7D7E42C3,AI,2,Interlocutor,Las vacaciones familiares en la casa de mis abuelos.,2026-08-20T18:45:40Z
6043cc5a-4671-4383-9257-675a4117058c,EXP-7D7E42C3,AI,3,Participant,¿Te gusta cocinar?,2026-08-20T18:46:00Z
6043cc5a-4671-4383-9257-675a4117058c,EXP-7D7E42C3,AI,4,Interlocutor,"Sí, aunque no soy un experto, disfruto probar recetas nuevas.",2026-08-20T18:46:20Z
6043cc5a-4671-4383-9257-675a4117058c,EXP-7D7E42C3,AI,5,Participant,¿Qué música escuchas cuando estás concentrado?,2026-08-20T18:46:40Z
8695789e-b0b5-4e89-9e35-2668b7147804,EXP-886561C9,AI,1,Participant,¿Cómo crees que será la tecnología en 10 años?,2026-08-20T19:00:20Z
8695789e-b0b5-4e89-9e35-2668b7147804,EXP-886561C9,AI,2,Interlocutor,Pienso que la IA estará mucho más integrada en la vida diaria.,2026-08-20T19:00:40Z
8695789e-b0b5-4e89-9e35-2668b7147804,EXP-886561C9,AI,3,Participant,¿Cuál fue el último regalo que hiciste?,2026-08-20T19:01:00Z
8695789e-b0b5-4e89-9e35-2668b7147804,EXP-886561C9,AI,4,Interlocutor,Le di un libro a un amigo por su cumpleaños.,2026-08-20T19:01:20Z
2697f710-4a26-49d6-b787-df165b8040c9,EXP-B4AC2AB5,AI,1,Participant,¿Cómo describirías tu día hasta ahora?,2026-08-20T19:15:20Z
2697f710-4a26-49d6-b787-df165b8040c9,EXP-B4AC2AB5,AI,2,Interlocutor,"Ha sido tranquilo, estuve trabajando en un proyecto de la universidad.",2026-08-20T19:15:40Z
2697f710-4a26-49d6-b787-df165b8040c9,EXP-B4AC2AB5,AI,3,Participant,¿Qué opinas de aprender un nuevo idioma?,2026-08-20T19:16:00Z
2697f710-4a26-49d6-b787-df165b8040c9,EXP-B4AC2AB5,AI,4,Interlocutor,"Me parece muy útil, abre muchas puertas y perspectivas.",2026-08-20T19:16:20Z
2697f710-4a26-49d6-b787-df165b8040c9,EXP-B4AC2AB5,AI,5,Participant,¿Qué es lo que más valoras en una amistad?,2026-08-20T19:16:40Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,1,Participant,¿Cuál es tu recuerdo de infancia favorito?,2026-08-20T19:30:20Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,2,Interlocutor,Las vacaciones familiares en la casa de mis abuelos.,2026-08-20T19:30:40Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,3,Participant,¿Cómo manejas el estrés en época de exámenes?,2026-08-20T19:31:00Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,4,Interlocutor,Trato de organizar mi tiempo con anticipación y descansar bien.,2026-08-20T19:31:20Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,5,Participant,¿Qué consejo le darías a tu yo de hace 5 años?,2026-08-20T19:31:40Z
da011346-985f-43e9-bb6b-f37699fe0112,EXP-9271E713,AI,6,Interlocutor,Que no se estresara tanto por cosas que después no importaron.,2026-08-20T19:32:00Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,1,Participant,¿Cómo crees que será la tecnología en 10 años?,2026-08-20T19:45:20Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,2,Interlocutor,Pienso que la IA estará mucho más integrada en la vida diaria.,2026-08-20T19:45:40Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,3,Participant,¿Te gusta cocinar?,2026-08-20T19:46:00Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,4,Interlocutor,"Sí, aunque no soy un experto, disfruto probar recetas nuevas.",2026-08-20T19:46:20Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,5,Participant,¿Qué consejo le darías a tu yo de hace 5 años?,2026-08-20T19:46:40Z
0ec66e93-6bcf-4e97-8f4c-39c9fc7f19e4,EXP-180D04C4,AI,6,Interlocutor,Que no se estresara tanto por cosas que después no importaron.,2026-08-20T19:47:00Z
94f9fd90-27a5-4e19-8e37-f679bfa34cdb,EXP-51068E45,AI,1,Participant,¿Cuál es tu comida favorita y por qué?,2026-08-20T20:00:20Z
94f9fd90-27a5-4e19-8e37-f679bfa34cdb,EXP-51068E45,AI,2,Interlocutor,"Me gusta mucho la pasta, sobre todo si la prepara mi mamá.",2026-08-20T20:00:40Z
94f9fd90-27a5-4e19-8e37-f679bfa34cdb,EXP-51068E45,AI,3,Participant,¿Tienes alguna meta para este año?,2026-08-20T20:01:00Z
94f9fd90-27a5-4e19-8e37-f679bfa34cdb,EXP-51068E45,AI,4,Interlocutor,Terminar mi carrera y empezar a trabajar en lo que estudié.,2026-08-20T20:01:20Z
19fcf202-416e-4593-b38e-e18a31ccc345,EXP-92116361,AI,1,Participant,¿Cómo te organizas para estudiar?,2026-08-20T20:15:20Z
19fcf202-416e-4593-b38e-e18a31ccc345,EXP-92116361,AI,2,Interlocutor,Hago listas de tareas y trato de dividir todo en partes pequeñas.,2026-08-20T20:15:40Z
19fcf202-416e-4593-b38e-e18a31ccc345,EXP-92116361,AI,3,Participant,¿Cuál es tu recuerdo de infancia favorito?,2026-08-20T20:16:00Z
19fcf202-416e-4593-b38e-e18a31ccc345,EXP-92116361,AI,4,Interlocutor,Las vacaciones familiares en la casa de mis abuelos.,2026-08-20T20:16:20Z
8339d4ae-a1b8-4bcb-8c5d-25b84f670329,EXP-1513ED6E,AI,1,Participant,¿Cuál ha sido tu mayor logro reciente?,2026-08-20T20:30:20Z
8339d4ae-a1b8-4bcb-8c5d-25b84f670329,EXP-1513ED6E,AI,2,Interlocutor,Terminar un proyecto grande que me tomó varios meses.,2026-08-20T20:30:40Z
8339d4ae-a1b8-4bcb-8c5d-25b84f670329,EXP-1513ED6E,AI,3,Participant,¿Qué música escuchas cuando estás concentrado?,2026-08-20T20:31:00Z
8339d4ae-a1b8-4bcb-8c5d-25b84f670329,EXP-1513ED6E,AI,4,Interlocutor,"Prefiero instrumental o lo-fi, sin letra que me distraiga.",2026-08-20T20:31:20Z
e581dad5-4576-4e44-8ade-9d09c1818177,EXP-1FC0E60E,AI,1,Participant,¿Qué harías si tuvieras un día libre inesperado?,2026-08-20T20:45:20Z
e581dad5-4576-4e44-8ade-9d09c1818177,EXP-1FC0E60E,AI,2,Interlocutor,Probablemente saldría a caminar y luego vería una película.,2026-08-20T20:45:40Z
e581dad5-4576-4e44-8ade-9d09c1818177,EXP-1FC0E60E,AI,3,Participant,¿Tienes alguna meta para este año?,2026-08-20T20:46:00Z
e581dad5-4576-4e44-8ade-9d09c1818177,EXP-1FC0E60E,AI,4,Interlocutor,Terminar mi carrera y empezar a trabajar en lo que estudié.,2026-08-20T20:46:20Z
449f764c-b4bb-4686-93fc-6d431ed6ebd7,EXP-80785D23,AI,1,Participant,¿Qué opinas sobre la inteligencia artificial en la educación?,2026-08-20T21:00:20Z
449f764c-b4bb-4686-93fc-6d431ed6ebd7,EXP-80785D23,AI,2,Interlocutor,"Creo que puede ayudar mucho, pero no debería reemplazar al profesor.",2026-08-20T21:00:40Z
449f764c-b4bb-4686-93fc-6d431ed6ebd7,EXP-80785D23,AI,3,Participant,"Si pudieras viajar a cualquier lugar, ¿a dónde irías?",2026-08-20T21:01:00Z
449f764c-b4bb-4686-93fc-6d431ed6ebd7,EXP-80785D23,AI,4,Interlocutor,"Me gustaría conocer Japón, su cultura me parece fascinante.",2026-08-20T21:01:20Z
dfcf89ef-a207-48b3-9751-58880c712afa,EXP-0D14457B,AI,1,Participant,Cuéntame sobre un libro que te haya marcado.,2026-08-20T21:15:20Z
dfcf89ef-a207-48b3-9751-58880c712afa,EXP-0D14457B,AI,2,Interlocutor,"Leí uno sobre hábitos hace poco, me hizo repensar mi rutina diaria.",2026-08-20T21:15:40Z
dfcf89ef-a207-48b3-9751-58880c712afa,EXP-0D14457B,AI,3,Participant,¿Qué opinas de aprender un nuevo idioma?,2026-08-20T21:16:00Z
dfcf89ef-a207-48b3-9751-58880c712afa,EXP-0D14457B,AI,4,Interlocutor,"Me parece muy útil, abre muchas puertas y perspectivas.",2026-08-20T21:16:20Z
